text,sentiment
Aur main ne tumhare saath kya kiya? kk shukriya.,positive
Aww yeh cute hai.,positive
"Hi, main YouTube par kuch Chinese lessons padhata hoon... Dekhne ke liye free feel karo www.youtube.com/ChineseLearn",neutral
Ek acoustic track record kar raha hoon! Tum sexy kids ke liye!,neutral
Mujhe pee karni hai.,neutral
"Wow 41,000 ab... tum sach mein Carey ki butt ko is competition mein kick kar rahe ho! Tum dono ko bahut jaldi milte hain!",positive
"Oh dear, umeed hai tum jaldi theek ho jaogi, kuch garam chicken soup le lo.",positive
Main jaanta hoon - lekin aur bhi bahut saare hain jo bache hue hain.,neutral
Morning.,neutral
"Exam hall mein apne seat se tweets kar rahi hai! 15 minutes mein shuru hota hai. Seat 299 in MPSH1-A ke liye dua karo ki bless ho, aur wisdom bhi aaye. Whee.",positive
Gorgeous din! Waterley Bottom ke aas-paas Hash karne jaa rahi hoon - ek wonderful naam ek village ke liye! Aaj raat Porto mein Quiz Mistressing.,positive
Ek aur Lake Park kid Tulane ja raha hai. Main ab unique nahi hoon.,negative
"Glasgow mein welcome Felix, sorry main aaj raat wahan nahi hoon.",negative
Yeh toh soch raha tha lekin yeh sirf 1 am par hi aayega!,neutral
"Anyway, main early night le raha hoon, good night Twitter world.",neutral
"Main treatments nahi le raha hoon, hum bas pool aur hot tubs par hang out karenge.",negative
"Tum bahut often travel karte ho aur online travel sites use karte ho, hum iXiGO.com par tumhare feedback ka intezaar karenge.",positive
"Accha stuff, Smiles back? Tum uske concert mein bhi kyun nahi jaati? Wish main bhi ja sakta, apni music pe kaam kar raha hoon jo fail ho rahi hai lol x",positive
Phir se tumhari galti Main ne tumhe chhodne nahi diya.,negative
"Happy Birthday! Sorry blank one ke liye, meri behan ne mujhe gadbad kar diya.",negative
Office mein appreciation lunch. Achha khana! Lekin yeh din off par yahaan rehna bura lagta hai lol,neutral
TGIF! Ghar par restaurant dayuummm expensive hai!,negative
Main seriously ek pug chahta hoon Mujhe ek khareedo?,neutral
Abhi Chuck Palahniuk ki 'Pygmy' padh kar khatam kiya aur mujhe pasand nahi aayi. Main bahut disappointed hoon; maine isse kaafi high hopes rakha tha.,negative
"Park mein ball khel kar, ek youngster ko fundamentals sikhaaya.. Ghar jaa raha hoon steak aur lobster ke liye.. Word up.",neutral
"Mother's Day ko google kiya, PHEW, US aur UK ke dates alag hain! Har din kuch naya seekhne ko milta hai.",neutral
Lagta hai mahine ka time hai: Aankhon se paani gir raha hai DUBARA!: http://tinyurl.com/cuwj2b (special for: zo vind ik ze wÃ¯Â¿Â?l leuk! ),neutral
_x butbutbuttt usne tumhe loads reply kiya,neutral
"Daddy ke bike par (haan, ek mard ki bike, bahut convenient! NOT) andhere mein bina glasses ke chalte hue. Main dar gayi thi lekin bacha gayi HAHA",negative
BAHUT upset.... Mom hospital mein hai,negative
Naye #Kirk ki wajah se. Yeh hi wajah hai. Naye #Kirk ki wajah se.,neutral
"Main apne Nipissing pitas ko miss kar rahi hoon Achha hai ki Barrie mein Euphoria hai, warna summer survive nahi kar paati bina pitas aur smoothies ke!!",positive
Heyyyyy hum English fans bhi kuch signings chahte hain,neutral
Main apne saare doston se pyaar karti hoon aur drew ke saath aaj raat maza aaya,positive
_J lagta hai.. lekin lagta hai mujhe ignore kiya ja raha hai! Aaj ka din accha nahi hai,negative
Yeh annoying hai. Kaunsa gear hai? Main tumse le lunga.,negative
Mere peeth mein dard ho raha hai heating pad laga rakha hai... stupid ladder kyun gir gayi aur mujhe peeth/bum par gira diya???,negative
"Tum teesre insaan ho jo Mon afternoon ko mujhe bahar bulane ke liye keh rahe ho ;) Main bahut sorry hoon, lekin main apni friend ko C1/C2 ke liye tutor kar rahi hoon ****",neutral
Main so rahi hoon good night xxo ily’s,neutral
Laundry karne ja rahi hoon.... hotel mein pehli baar laundry kar rahi hoon.....Main tumhe miss karti hoon R.....chahe tum mujhe ignore karte ho aur check bhi nahi karte....,negative
"Ewww, maine apni nayi I.D badge print kiya 4 work aur EWWW meri picture. Maine itni saari li thi aur sab ugly thi.",negative
Bye for now log.,neutral
Thanks for the ok ...hope hum aage aur tweet kar sakein.,positive
_a_michael CUTE thanks for sharing! AUR PLEASE Direct Message ME before you go to bed James ;) ;) tumhe pata hai tum chahte ho!,positive
"Abhi apne bf ke saath ""Ghosts of Girlfriends Past"" dekha, woh movie itni predictable thi lekin bahut funny thi! Mujhe bahut pasand aayi.",positive
Hum agree karte hain!! Tum log rock karte ho.,positive
"Thanks aur main tumhare liye fingers cross karti hoon, ki barish band ho jaye.",positive
4am par jagi hoon.. neend nahi aa rahi.,negative
Aaj raat ke liye stocked hoon.,neutral
Good morning.,positive
Kya kisi aur ko apne account info access karne mein problem aa rahi hai istore par? Main music nahi kharid pa rahi hoon aur apne account ko nahi dekh sakti.,negative
Frame damage... car totalled ho sakti hai.,negative
Keswick mein shopping kar rahi hoon.,neutral
Barish kahan gayi??,neutral
_apuya hey hey andrew!!! haha! ;P well happy Mother’s Day tumhari mum ko.,positive
"Abhi realize hua ki public disturbance ke liye arrest ho sakte ho. Oh well, main apne chances le leti hoon.",neutral
Apna boo chahiye btw love fhnixon’s posts hilarious!!!!,positive
"Haan, sahi. Agar hamare politicians apni pics upload karna shuru kar dein, bahut saari inside stories bahar aa jayengi.",neutral
"Ugh, itni saari kaam hai aaj, jabki 6:10 train ko game ke liye pakadne ki koshish kar rahi hoon... office mein 4-5 ghante ka Sunday lagta hai.",negative
Tum mujhe ek hafte ke liye chhod rahe ho mujhe roz tumse milne ka mauka nahi milta lekin mujhe pasand hai ki tum ek hi city mein ho.,neutral
Ek zabardast din guzara ek amazing ladki ke saath! Bas wish hai Sara ghar nahi jati. #fb,positive
Toh.... main guess kar rahi hoon BGN nahi hoga?,neutral
Ow. Theek hai. Achha hai ki tum ab theek ho.,positive
_breannarose fuuuuuuck idk agar andy tumhe milwa sakta hai,negative
"Peter, bar owner 1000 beers-all Belgian tak pahunch raha hai. Mort Subite ke drinkers ke liye coffin hai.",neutral
Yeh accha nahi lag raha hume kuch lampions jalane padenge.,negative
Mere moonh mein dard ho raha hai. Wish kar rahi hoon ki main apna sir kaat sakti.,negative
bacoor wahaha may wifi toinks nayi baalon ke saath short.. short.. http://plurk.com/p/sveoi,neutral
Oh aur #antiboyle bhi work nahi hua kabhi zyada bura nahi hota eh uk eh,negative
Blogging.. yeh mera naya passion hai.,positive
"Mujhe maaf karo ki tumhara din accha nahi ja raha. Cheer up, tumhara din tumhe define nahi karta...",neutral
"Nahi, maine check kiya aur mil gaya LOL. Tum theek ho! Main kuch minutes ke liye live gayi thi aur sab kuch theek hai.",positive
Trailer hata diya gaya hai main dekh kar dekhti hoon agar kahin mil jaye,neutral
Mujhe ek sapna aaya ki tum mujhe pasand nahi karte.,negative
"Haan main hoon, kya tum milna chahoge?",neutral
Ensure karo ki aaj tum apne hooping ka practice karo!,positive
"Ugh, abhi bhi beemar hoon. Yeh Calgary ka thand kabhi khatam nahi hota.",negative
"Oh, cool; main bhi intern banna tha! lekin SAT. :| toh intern life kaisi hai? haha",neutral
Tehe. Yeh 9th ko tha,neutral
Apne doston se milna aur coursework karna Mere paas weekend ka off hai toh main khush hoon!,positive
Ha! Mujhe pata hai.. main bahut sharmai hui hoon.,negative
"Main life preservers se khatam ho gayi hoon, sorry Lekin agar consolation hai, tum kal kuch bahut special dekhne wale ho.",neutral
"California wait kar raha hai, har chhoti chhoti cheez sahi honi chahiye ? Putz, adoro essa banda",neutral
Mmmmm mere baalon ka badbu accha lag raha hai. 'Pantien' ke wonders ;D,positive
Kal shopping? Main sochti hoon haan.,neutral
"Haan, Sabrina.. though main sochti hoon ki yeh kuch aur hai. Cary Grant bhi kuch khaas nahi hai. Bringing Up Baby",negative
"#TFARP ek pal ke liye translate karti hoon, fir nod karti hoon Tumhara swagat hai. Aur, pyare, shayad yeh accha hoga agar tum yahin phir se ruk jao",positive
Thanks for the #followfriday,positive
Awww Main ne tumhe bataya tha kab change karungi. Main suggest karti hoon ki tum Dre’s ke logon se contact karo. LOL,positive
Yeh ek aur smirker ke liye hai cheers dave! aka jak aka best chest ever! ? http://blip.fm/~5jjcc,positive
"Lol, main bhi!!",positive
Thanks :0 Main try karungi,positive
Colleen sach mein ummid karti hai ki jaldi theek ho jaye.,positive
Beer pong aur dubstep. Good night.,positive
Mere hiccups control nahi ho rahe hain aur dard ho raha hai.,negative
Kya tum kaam band kar sakte ho taaki main kisi se khel sakoon!,neutral
"Nahi main is weekend nahi ja rahi sorry, mujhe respond karne mein time lag gaya, mujhe realize hua ki twitter mujhe updates nahi bhej raha!",negative
Tumhe aisa kyun lagta hai?,neutral
kahan chala gaya???,neutral
_henrie Kya tum Holland ko shoutout de sakte ho please? Tumhare yahan bahut saare fans hain!,positive
Apni baby ko snl par dekh rahi hoon! Baby tum bahut accha lag rahe ho ;),positive
http://tinyurl.com/d53dmn mcfly parody by chris moyles ****,neutral
Woh hamesha 'the week' ko brighten kar deta hai ?,positive
"Happy, main kuch lovely ladies ko dekhne wali hoon",positive
Mom ke saath 'Look for a Star' dekh rahi hoon phir se lub ah C hehe,neutral
Oh haan usne aur angel ne aakarshan kiya aur mere ghar mein ghusne ki koshish ki!! lol Burgen,negative
Thnx 4 the follow,positive
Abhi Emergency - by Neil Strauss khatam kiya - ek aur acchi read Neil - congrats by the way miss you!,neutral
Accha nahi lag raha. Hope yeh feeling pass ho jaye. Stupid stomach.,negative
"Mujhe nahi mil raha, kya tum phir se bhej sakte ho please oh aur tag bhi karo lol",negative
Sabke liye bura waqt Kyun kyun kyun hume essays likhne padte hain No fair!,negative
"Main sochti hoon ki end mein, poetry aur feeling ko yaad rakhna naam se zyada important hai.",positive
"Main abhi bhi ise peeti, lekin maine London mein do bura raat wine ke saath guzaari aur phir ek hafti tak beemar thi.",negative
"@_josh_thomas kya tum Sydney aa rahe ho?! Cool, kahaan mil sakti hoon tumse? Main tumse milna chahungi, tum mere favorite comedian ho.",positive
Happy Mother’s Day sabki moms ko!,positive
"_song Glad tumhara Beltaine zabardast raha! Mera quiet tha, lekin season ke saath sync mein. Miss you sabko...",neutral
"Adem in, adem uit (inhale, exhale)",neutral
Mere paas VCR nahi hai...,neutral
"STEPHEN KING FO SHO (Stephen King ke liye, definitely!)",neutral
"Finally Friday, lekin abhi bhi grounded hoon agle Thursday tak -- stereos = life <333",positive
No tournament `til next weekend = http://bit.ly/2xDPf,neutral
Mcfly evolution ke 4th time round,neutral
Weekend ke liye ke saath hang kar rahi hoon,neutral
Abhi twitter join kiya hai. Really nahi samajh aata kaise use karein lol,neutral
"OMG, Patron mere FAVS mein se hai Main jealous hoon ki main 10 nahi kar sakti par 5 kar sakti hoon toh 15 kar do seriously main Alabama mein fam se milne gayi hoon",negative
Decide kiya hai ki main Alltop spam ko aur nahi sah sakti.,negative
Tumhara swagat hai. Tum roz #followfriday deserve karte ho!,positive
"Oh man, sold out mujhe apni desk se 10 min ke liye step lena pada! Tum sahi the.",neutral
HAPPY MOTHER’S DAY yahan sab moms ko aur tumhari moms ko bhi,positive
"Wow, aaj ka mausam amazing hai!",positive
"Kaisa mazaa!! Mujhe beach pasand hai, lekin main tez se kaali ho jati hoon.",positive
"Bahah, yeh sach mein funny hoga, woh bahut cutie lagegi haha",positive
"Really apne aap pe gussa hoon ki May 24 deadline ke baare mein bhool gayi for 40,000 mile award trips to South America.",negative
Main tumhe lurveeeeee karti hoon,positive
"CG ke liye proud hoon, 5 saal lag gaye number 1 spot tak pahunchne mein Good night twitter bugs... ab padhai ka time hai.",neutral
Hey tum! Kya tumne mere present subah mila? Hope tumhe pasand aaya?,neutral
"SAimee 26 July, Underage festival 2 August, kuch aur bhi mile lekin woh bahut door the",neutral
"http://bit.ly/UnRyF Main yahan jana chahti hoon, lekin...",neutral
Rejected ho gaya hai,negative
"School day khatam ho gaya, Friday Friday Friday w00t! Lekin baarish ho rahi hai bahar.",neutral
"http://twitpic.com/4t4jv - No joke, meri puppy Maddie bilkul Maui jaisi lagti hai!!! Woh bahut cute hai!!",positive
Aaj bachche awesome the! Unhone face painting bahut enjoy kiya!,positive
Almost time hai Good Bye kehne ka mere twimulations ko. Main apne tweeps ko miss karungi.,negative
Hey Arthur! Main thank you kehna bhool gayi thi flag ke liye... yeh mere bedroom door par proudly display ho raha hai! Tum bahut witty ho.,positive
"Aaj EeeControl download kiya apne Eee PC ke liye. Settings ko play kar rahi thi taaki fan 1500RPM par kick in ho jab 55C se upar ho, 0RPM agar neeche ho..",neutral
Congrats Mollie! Bas wish karti hoon ki main kuch tickets le leti.,neutral
Right here! Army Wife in Germany! Mujhe bura lagta hai ki main is summer wahan nahi ho sakti!,negative
Oh nahi Main samundar mein jana chahti thi lekin aaj suraj nahi hai! SIGH!,negative
"Yeh ek accha mix hai developers, content developers, providers aur venture folks ka.",positive
Kya yeh done hai?,neutral
Mere deep fry drumsticks utni acchi nahi thi jitni main soch rahi thi.,negative
Awesome run report! Kya tumne lighthouse par bald eagle dekha? Jab main last time Discovery Park gayi thi tab woh wahan rehte the.,positive
Lol. Thanks babe!,positive
Yeh mausam awful hai! Main bas curl ho kar ek book padhna chahti hoon puri din.,negative
_lipz Mujhe nahi pata Main Lorraine se recent mein nahi suni.,neutral
Soja rahi hoon. Good night sabko!!,positive
_and_jay hi! **** tumhara job!,negative
Tum wahan kya has rahe ho Strawberries mile kya?,neutral
Main lunch ke liye meatballs bana rahi hoon yaaayyy ...,positive
Is revision mein koi tango icons nahi hain.,neutral
Kya kisi ko pata hai main prison break TV movie kahaan dekh sakti hoon? Yeh itunes par nahi hai.,neutral
"Woh LA mein hai, aaj sun chahiye... lekin apparently LA cooperate nahi kar raha.",negative
Bed par baithi hoon aur sohne hi wali hoon.,neutral
Jay Leno ko aaj raat dekho!!! Yeh uska last day hai Tonight Show Host ke roop mein.,neutral
Responding to more questions at Thou Shall Blog! Main is community ki bahut qadardaan hoon.,positive
: I knowww tumhari mother ek **** hai aur woh mujhe movies par nahi le jana chahti ****,negative
Ek lesson hard way se seekha. Apna USB stick kho gaya aur backup ek mahina purana tha.,negative
Michael Schofield ab nahi rahe. Woh mar gaya hai. Main sorry hoon.,negative
http://bit.ly/Wl9yL Main yahan jana chahti hoon,neutral
Main theek ho jaungi jab main doctor ke paas phir se jaungi aaj aur apna essay complete karungi x tum kaise ho?? x,neutral
Pub Night ko wife ke saath skip kar rahi hoon aaj raat. Dono ke liye tough week raha aur koi bhi iske liye ready nahi hai. Plus hamare neighbor ki death ho gayi.,negative
I love youuuuu Nick Santino! Thirteen dayssss,positive
"Venus ke haare par vishwas nahi hota. Bahut afsos. Smh. Lagta hai main beemar ho rahi hoon Itna bura week raha, lagta hai weekend bhi accha nahi hone wala!",negative
Ghar par baithi hoon Monster In-Law dekh rahi hoon aur pizza ka wait kar rahi hoon.. yum yum,positive
Main ummid karti hoon ki mujhe job mile taaki mujhe steady income mil sake aur main phir se accha khana shuru kar sakoon. Sab sasta khana health ke liye achha nahi hai.,neutral
Main wish karti hoon ki main bed mein raat 9 baje tak ho sakoon kabhi. Main kabhi 3-4 a.m. se pehle nahi jaati #sleepdeprived. Bahut zyada kaam.,neutral
Seriously. Increasingly good nights. Life se stoked hoon! Bilkul khush nahi ho sakti #goodnight,positive
Raat ko finally relax kiya Nogard ke saath WoW par kuch work complete karne ke baad. Art se chhoti si break lena zaroori tha. Yeh bahut miss kiya.,negative
"Main samajh rahi hoon dude, main bhi nahi kar sakti.",neutral
"Mausam ke liye sorry, ummid hai tum BWI mein 2-3 ghante ke wx delays mein nahi ho.",negative
Supernatural accha tha Loved it.,positive
"Sorry, yeh thoda negative tha!",negative
Haan main karti hoon! Kyunki woh marines mein ja raha hai protect & serve ke liye aur mujhe chhod kar ja raha hai!,neutral
"School trip Phuket, Thailand ka tha, main 12 saal ki thi jab Singapore mein reh rahi thi.",neutral
Toh tumhe kaunsa cereal pasand hai usually?,neutral
"Haha, cute. Ps thanks for the reply, mere din ko accha bana diya haha.",positive
Kal raat ko main 2am tak jaag rahi thi.,neutral
Ab mujhe in-laws ke saath unpleasant baat karni hai 2 dekhne ke liye aage...,negative
Eh...par main jald hi cotton pick karne jaungi....apni income ko supplement karne ke liye.,neutral
"Main sure hoon sab log jo hangovers se guzar rahe hain, khushi ke saath sunenge ki main hangover-free hoon ummid hai tum is subah zyada fragile nahi ho!",neutral
"Kitna mushkil tha, bas usse apni tarah se hug karna chahti thi.",negative
Oh...ab meri foot dard kar rahi hai. Lagbhag 5 minutes baad jab maine nikal diya.,negative
Lmao! Tumne non-stop bake kiya? Lagta hai yummy fun hua!,positive
Tumhe crazy fanboy feel karne ka poora haq hai! Jason Mraz aur James Morrison? Jealousy tangible hai.,neutral
Tum dono ek awesome couple ho.,positive
"Tum PC ho, par mujhe tum pasand ho!!! Shayad ek din tum bhi Mac ban jaoge!",positive
Well main thoda sick hoon lekin fine hoon.,neutral
Jis jagah tum sabse zyada jaana chahti ho wahan jao? Mere bhai ko apna pehla waqt switch karna pada. Yeh hai www.direct.gov.uk/studentfinance :],neutral
Tumhara crazy schedule work karna thakawat ka hona chahiye.. Fame hona mushkil hota hai par jaan lo tumhare bazillion fans tumhe support karte hain.,neutral
Hum -1 for Bill Bailey.,neutral
Mujhe nahi pata kya karun... time itna tezi se guzar raha hai.,negative
Yeh sach hai... Clean clothes bahut acchi cheez hai! Apna din enjoy karo! Tumhare naye avatar ko bhi love kar rahi hoon!,positive
"Dekha? Tumhe pakad liya. Sirf church/Sunday race conflicts hi problem honge, lekin God ne DVR diya hai. :-D _niffer",negative
Rye House Speedway ja rahi hoon.,neutral
Discount code ke liye bahut dhanyavaad. Tumhare pads try karne ka intezaar hai.,positive
16 ki tarah feel ho raha hai - TWILIGHT dekh rahi hoon aur enjoy kar rahi hoon.,positive
Main actual heartbreak feel kar rahi hoon.. _Gates last night x,negative
"OMG, aaj JULY ka LAST DAY hai!",neutral
Wedding..,neutral
_Reece naw missed it aur video cool dekhne mein sexy lag raha hai.,positive
Momentum kaam karta hai! Par Jeff ko 42nd se mushkil hogi.,negative
Lagta hai paisa ek offshore bank account mein chhupa raha hai last.fm ke naam par http://bit.ly/CeT0s,neutral
Mod Club ke liye aaj raat ek extra Justin Rutledge ticket hai.,neutral
Happy Birthday! Mujhe ummeed hai ki tum achhe se ho aur tumhara Birthday din bahut accha guzra.,positive
"Mera naam Chad hai, par main kal yahan nahi rahunga.",neutral
Aww par beyond the grave se type karna... impressive hai.,positive
"Main school mein hoon. Bilkul, main bimar thi.. Mujhe ghar jana hai - hum geography ki writing kar rahe hain, sabse accha hoga.",negative
"Aaj lunch ke waqt pakda, tum sahi the, wo mujhe stalk kar raha tha.",positive
[Image Link] - Aaj mujhe yeh pehnna pad raha hai kyunki maine apni laundry finish nahi ki. Lol.,positive
"Mujhe ab ek aur chahiye. Monday se kaam pe wapas gayi hoon 7 weeks ke break ke baad, accha nahi hai.",negative
"Main abhi 5 minutes pehle pata chala, mama ne kaha uska speech abhi bhi slurred hai lekin wo theek lag raha hai.",neutral
Sun kar afsos hua bhai Wo ab jahaan ***** nahi pahunch sakti wahan hai. Mere dil se tumhare aur tumhari family ke saath hai.,negative
Bahut tease kar raha hai.,neutral
Aaj din bahut bekar hai - kisskass19: Ã¯Â¿Â?tum aur katey break up kar gaye?! Haan Kate ne mujhe break up kar diya Yeh bahut bura raha nd Vodkas... [Tumblr Link],negative
"'Updating Maven Dependencies' Yeh accha hai, lekin yeh tab hota agar main so rahi hoti.",positive
"Arg.. ek pic try ki, par wo move ho gayi aur main save nahi kar paayi... fir unhone uske feet dikhaye nahi par wo sundar the!",neutral
"Haan, mere dad mujhe Taltal kehte hain, par yeh AOL pe 96 mein already tha, toh maine apne last name ke liye K add kiya, coincidence hai Tal Talk.",neutral
Main wapas kaam pe nahi jana chahti sleepy time.,negative
NKOTB world sabse accha jagah hai.,positive
Pinkberry,neutral
Main bahut jealous hoon!!,negative
Comedy outlet padhne ke kareeb thi. Weekend ke liye headlining. Traffic ke saath mujhe 2 extra hours lag gaye. Basically double time lag gaya.,negative
Tis' cool.. Main abhi bhi apne pehle wale proclamation ko support karti hoon! Main aise hi stubborn hoon! #rebellioustwitwhoknowsacoolcatcook lol,neutral
"Congratulations, Sweetie.",positive
"Ohh yeahh, showcase ke saath usne kaha uska artist outta town hoga, toh agle wale ke liye mujhe update rakhna.",neutral
Huh... PR 5 se 2..?,neutral
"Hey, follow ke liye thanks, wow yeh exciting hai ek naya tweet.",positive
Nayi picture kaam nahi kar rahi.,negative
Main bhukhhi hoon. Aur single. Golfing range ki taraf ja rahi hoon jaldi.,negative
"Cool Sound!! 'Drama' pasand hai, 'Love Game' tumhare myspace pe kaam nahi kar raha... Good Luck Wish!! XoXo Spain se",positive
T-bone so gaya hai... Lagta hai hum bhi uske saath join karenge.,neutral
"Tum majak kar rahe ho?! Yeh incredible lag raha hai!!! Lay out karo aur mere liye zyada swim karo, main cold NYC mein phans gayi hoon.",positive
Picture upload nahi kar pa rahi hoon. Main Twitter se nafrat kar rahi hoon abhi.,negative
Main janti hoon! Main itni dheere hoon yeh horrible hai. DON’T TELL ON ME!,negative
Congrats hey.,positive
Lol tumhe jaldi karni chahiye kyunki tumhara **** late ho raha hai aur breakfast mein kya hai?,neutral
Bills check kar rahi hoon.,neutral
Aaj omelette nahi Kal dim sum! FEAST!,neutral
"Naye DVDs lene ka soch rahi hoon, CSI. Apna laptop lene ka intezaar hai.",neutral
Lancey ki cooking mein help karne ja rahi hoon.,positive
Grapevine ke through suna ki aaj tumhe dekhne mil sakta hai. Tumse milne ka intezaar hai.,positive
Tumhara moustachio accha lag raha hai! Looking good daddio!,positive
"_ Main theek hoon thanks! Tumhara drive kaisa raha? Apne blackberry se dhyan rakho, nahi toh cheekh- cheekh kar daanta nahi chahiye.",positive
"Hiya, tumhara week kaisa raha?? Maine tumhe DM karne ki koshish ki par tum follow nahi kar rahe! x",neutral
FANTASTIC IDEA.. tum theek ho! Par tourist ke ghar chale jaane ke baad main akeli ho jaungi.,neutral
Happy Mother’s Day. . .,neutral
"Main uthi hoon. Skill ke liye tayar ho rahi hoon. Bio final mein fail hone ka intezaar hai yay! Ugh, honor classes suckkkk. ):",negative
Twitter ko apni i-can’t-sleepness se bharne ke liye sorry.,negative
Main vlogcandy ko miss karti hoon.,negative
Class almost over hai.,neutral
Casino de Montreal mein ek aur din.,neutral
Good Morning! Bank Holiday Monday hai aur suraj chhup gaya hai - typical! Knee ke liye 2:30 ko hospital aur fir 6 baje training. Ek aur busy din.,neutral
"Yeh dekh kar dukhi hui, tumhara YouTube badal gaya hai. Ab tum har YouTube kid ki tarah lagte ho, tum alag the.",negative
Abhi pata chala mujhe strep hai.,neutral
Main apni last weekend high school student ki tarah Burbank mein sabke saath bitana chahti hoon aur DC nahi udna chahti.,positive
"Thanks for adding me, glad to have you.",positive
Abhi 5:07am hai. Ugghhh.,negative
Accha weather hai.. lagta hai yahan #Delhi mein barasne wala hai.,positive
[Bitly Link] <--- Paranoid. Mujhe yeh live perform kiya hua zyada pasand hai studio version se.,neutral
Lumberjack party ke liye ja rahi hoon.,neutral
"Thank you OpenDNS, Comcast ke crappy DNS server se bachane ke liye. Mera internet ab finally theek hai.",neutral
Main maanti hoon ki tum ho.,neutral
Doctor ke appointment se pehle shower lo.,neutral
"Hahahah, main aage se yeh kahawat use karungi!",positive
"Homework ke saath poora weekend bound hoon, itna fun nahi hai.",negative
"Good luck show ke saath aaj raat bhai, main dekhungi.",positive
Main abhi 'bus stalking' karni chahiye..main wish karti hoon ki main aaj bhi mil rahi hoti.,neutral
Finally mera SayNow account chal raha hai YAYY JBs ko ek Canadian SayNow number mila hai!.. Kya kisi aur ka landline phone use kar raha hai? CALL ME!,neutral
Mujhe pasand nahi jab main dard mein hoti hoon.,negative
Kya maine The Killers ko jana miss kiya ya yeh abhi aane wala hai? Tum excited ho? Main yaad rakh rahi thi ki tumse puchna tha.,neutral
Abhi uthi hoon... ek baar soya! Lunch ke liye bahar ja rahi hoon phir essay ke liye wapas.,neutral
"_R Drive-in!? Srsly!? jealous Main kabhi bhi nahi gayi. Ek hai road ke niche, par ab operational nahi hai :|",negative
"Chill, yeh Rihanna bob hai. Agar yeh 16 hota toh mujhe koi problem nahi hoti!!! Lol. Kya tum summer ke saare din school mein ho?",neutral
Sochti hoon ki concentrate karna itna mushkil kyun lag raha hai...,negative
"Main sab cheezon ke liye bura mehsoos kar rahi hoon.. Main itni stupid kaise ho sakti hoon? Main itni harsh kyun thi? Yeh meri galti hai, mujhe pata hai. Mujhe maaf karo SaVvy, tum sabse pyaar karti hoon <3",negative
Good Morning! Maine breakfast ke liye pizza khaya.,positive
"Aur jis sheher ko main pyaar karti hoon, Tucson, wo 18th most miserable hai. [Link]",neutral
Aankhein khuli nahi rakh sakti.... aankhein band karti hoon,neutral
Aur jo auratein apne pehle ke impressions (sexual/maternal) ko ek kam threatening aadmi pe transfer karti hain -- wo khud bhi Him ki tarah kamzor hoti hain.,negative
"Sorry, tumhara week accha nahi ja raha. Mujhe lagta hai agar mujhe achhi neend milti, toh main bhi bahut behtar hoti. Fog.",negative
Goodnight Twitterville! Pearl Harbor kaafi accha laga. Ab soyein aur apne hot man ke saath cuddle karein! Aaj raat ache sapne aayenge! XOXO,neutral
Believe nahi ho raha weekend khatam ho gaya! Time kahaan chala jaata hai? Aaj family ke saath achha din gujra. Mum ka bhi accha din tha.,positive
Branding Iron mein Drea ke saath! White boubous aur **** enjoy kar rahe hain! Haha crunk! Agle kuch ghanton tak! Haha maza aa raha hai!,positive
"Bryant aur Hailee ke saath hang kar rahi hoon, shayad Lafayette aaj raat. Aur mujhe nahi pata kyun main update karti rehti hoon kyunki mere 0 followers hain.",neutral
Happy Mother’s Day mom.. Main tumse pyaar karti hoon...,positive
"Mujhe apni nayi picture bahut pasand hai! Yeh bahut sundar hai, patton par reflecting sunlight ke saath!",positive
"Wow, 5 pm bahut jaldi aa gaya. Aaj maine apni to-do list mein sirf ek cheez hi complete ki...",negative
Haan.. yeh mujhe ek bekaar ki cheez ke baare mein crib karne ka mauka deta hai.,negative
Sabse bura din. Aur abhi to bas dopahar hai.,negative
"Video ek challenge tha jab non-scenic conference room mein bina mic ke shoot kiya, lekin shukriya. Tumhare Grant Park house aur DOGS pasand aaye!!!",positive
Blue Oyster Cult - I Love The Night jab mere saare dost mere aas-paas hote hain? [Link],positive
Haha **** tumne mujhe invite nahi kiya.,negative
"_Phatass ummeed hai tum 8 baje se pehle uth jaogi, meeting 8 baje hai.",positive
Hope tum sabka Friday accha ho! Pichle hafte se niche feel kar rahi hoon mere dog ke guzarne ke baad...,neutral
Baby main Maryland mein hoon main nahi aa paungi LEKIN main tumhare sexy **** ko agle Saturday Camden VIP mein dekhungi.... Jaldi aao aur hang karo!!!!!,positive
"Pichle saal jo trousers loose the, is saal tight ho gaye hain.",negative
Main tumhe ropungi nahi.,positive
Thodi si sniffles hai. Main bilkul nahi bimar hona chahti - Mujhe iski zarurat nahi hai.,positive
Shayad mere paas jaldi cell phone ho jayega! Haan!,positive
"NO WAY! Mujhe nahi pata tha wo ROF ga raha tha, yeh bina kisi shak ke mera favorite hai jo usne idol pe kiya ab tak!! EEP~fangirl moment",positive
Dono parents ke saath **** contact hua >.> grrr,negative
Main abhi bahut jealous hoon!!,negative
Hollowbabes Yahan utter shite aa raha hai #bgt <Main poori tarah se sehmat hoon,negative
Apne BFFLs ko miss kar rahi hoon! Apne Friday night dates ko bhi miss kar rahi hoon! Dinner mein hot dogs the aur phir shaam ko kya hoga kaun jaane!,negative
A good girl kabhi nahi batati hahahahaha! Ummeed hai tumhara weekend achha raha hoga.,positive
Kya Bee apne buddy se Yahoo par baat karne mein busy hai?,neutral
